id,sentence,subject_entity,object_entity,label,worker1,worker2
10,문을 코볼 코드에서 제거하려는 시도는 그러나 난해한 프로그램들을 만들고 코드 품질을 떨어트렸다.,"{'word': '프로그램', 'start': 283, 'end': 286, 'type': 'COM'}","{'word': '코드', 'start': 260, 'end': 261, 'type': 'COM'}",com:sub_concept,no_relation,no_relation
11,그러나 문은 오직 프로시저와 함께 쓰일 수 있으므로 반복문은 이들이 사용하는 곳에 위치되지 않아 프로그램을 이해하기 더 어렵게 만들게 된다.,"{'word': '프로그램', 'start': 441, 'end': 444, 'type': 'COM'}","{'word': '반복문', 'start': 416, 'end': 418, 'type': 'COM'}",com:sub_concept,no_relation,no_relation
12,코볼 코드는 프로시저를 통해서만 모듈성을 이룰 수 있어 대형 시스템에서는 부적절한 것으로 알려져 있었다.,"{'word': '코볼 코드', 'start': 506, 'end': 510, 'type': 'COM'}","{'word': '프로시저', 'start': 513, 'end': 516, 'type': 'COM'}",com:sub_concept,no_relation,no_relation
13,코볼 코드는 프로시저를 통해서만 모듈성을 이룰 수 있어 대형 시스템에서는 부적절한 것으로 알려져 있었다.,"{'word': '대형 시스템', 'start': 537, 'end': 542, 'type': 'COM'}","{'word': '코볼 코드', 'start': 506, 'end': 510, 'type': 'COM'}",com:sub_concept,no_relation,no_relation
14,"데이터로의 접근을 제한하는 것이 불가능하였는데, 다시 말해 프로시저 하나가 어떠한 데이터 항목이라도 접근하여 수정할 수 있었다.","{'word': '데이터 항목', 'start': 611, 'end': 616, 'type': 'COM'}","{'word': '프로시저', 'start': 598, 'end': 601, 'type': 'COM'}",com:sub_concept,no_relation,no_relation
15,"게다가 매개변수를 프로시저에 보내는 방법이 없었는데, 이를 빠트린 것을 두고 진 사멧은 위원회의 최대 실수로 간주하였다.","{'word': '프로시저', 'start': 647, 'end': 650, 'type': 'COM'}","{'word': '매개변수', 'start': 641, 'end': 644, 'type': 'COM'}",com:sub_concept,no_relation,no_relation
16,코볼-74는 하부 프로그램들을 추가하여 프로그래머들에게 각 프로그램 부분이 접근할 수 있는 데이터를 제어하는 기능을 제공하였다.,"{'word': '코볼-74', 'start': 914, 'end': 918, 'type': 'COM'}","{'word': '하부 프로그램', 'start': 921, 'end': 927, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
17,코볼-74는 하부 프로그램들을 추가하여 프로그래머들에게 각 프로그램 부분이 접근할 수 있는 데이터를 제어하는 기능을 제공하였다.,"{'word': '코볼-74', 'start': 914, 'end': 918, 'type': 'COM'}","{'word': '데이터를 제어하는 기능', 'start': 965, 'end': 976, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
18,그 뒤로 코볼-85는 내재형 하위 프로그램(nested subprogram)을 추가하여 프로그래머들이 하위 프로그램들을 숨길 수 있게 하였다.,"{'word': '코볼-85', 'start': 991, 'end': 995, 'type': 'COM'}","{'word': '내재형 하위 프로그램', 'start': 998, 'end': 1008, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
19,"데이터와 코드의 추가적인 제어는 2002년에 도입되어 객체 지향 프로그래밍, 사용자 지정 함수, 사용자 지정 자료형이 포함되었다.","{'word': '데이터와 코드의 추가적인 제어', 'start': 1066, 'end': 1081, 'type': 'COM'}","{'word': '객체 지향 프로그래밍', 'start': 1096, 'end': 1106, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
20,"데이터와 코드의 추가적인 제어는 2002년에 도입되어 객체 지향 프로그래밍, 사용자 지정 함수, 사용자 지정 자료형이 포함되었다.","{'word': '데이터와 코드의 추가적인 제어', 'start': 1066, 'end': 1081, 'type': 'COM'}","{'word': '사용자 지정 함수', 'start': 1109, 'end': 1117, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
21,"데이터와 코드의 추가적인 제어는 2002년에 도입되어 객체 지향 프로그래밍, 사용자 지정 함수, 사용자 지정 자료형이 포함되었다.","{'word': '데이터와 코드의 추가적인 제어', 'start': 1066, 'end': 1081, 'type': 'COM'}","{'word': '사용자 지정 자료형', 'start': 1120, 'end': 1129, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
22,동일 조사에서 60%가 코볼을 가르쳐야 한다고 생각함에도 불구하고 학계의 25%만이 그들의 교육과정에 코볼 프로그래밍이 있었다.,"{'word': '교육과정', 'start': 2805, 'end': 2808, 'type': 'COM'}","{'word': '코볼 프로그래밍', 'start': 2811, 'end': 2818, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
23,"반면, 2003년 코볼은 미국에서 정보 시스템 교육과정의 80%에 특별히 포함되었는데 이는 C++와 자바의 비율과 동일하다.","{'word': '정보 시스템 교육과정', 'start': 2845, 'end': 2855, 'type': 'COM'}","{'word': '코볼', 'start': 2836, 'end': 2837, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
24,"코볼의 자료 구조는 뒤에 나온 프로그래밍 언어들에 영향을 주었다. 레코드와 파일 구조는 PL/I과 파스칼에 영향을 주었고, 절은 파스칼의 변종 레코드의 이전 것이었다.","{'word': '코볼의 자료 구조', 'start': 3271, 'end': 3279, 'type': 'COM'}","{'word': '레코드', 'start': 3308, 'end': 3310, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
25,"코볼의 자료 구조는 뒤에 나온 프로그래밍 언어들에 영향을 주었다. 레코드와 파일 구조는 PL/I과 파스칼에 영향을 주었고, 절은 파스칼의 변종 레코드의 이전 것이었다.","{'word': '코볼의 자료 구조', 'start': 3271, 'end': 3279, 'type': 'COM'}","{'word': '파일 구조', 'start': 3313, 'end': 3317, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
26,"레코드와 파일 구조는 PL/I과 파스칼에 영향을 주었고, 절은 파스칼의 변종 레코드의 이전 것이었다.","{'word': '파스칼', 'start': 3343, 'end': 3345, 'type': 'COM'}","{'word': '변종 레코드', 'start': 3348, 'end': 3353, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
27,게다가 잘 정의된 디비전 구조는 ENVIRONMENT DIVISION의 외부 참조 정의를 제한함으로써 특히 플랫폼 변경을 단순화하는 일에 기여하였다.,"{'word': 'ENVIRONMENT DIVISION', 'start': 3589, 'end': 3608, 'type': 'COM'}","{'word': '외부 참조 정의', 'start': 3611, 'end': 3618, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
28,그 뒤로 코볼-85는 내재형 하위 프로그램(nested subprogram)을 추가하여 프로그래머들이 하위 프로그램들을 숨길 수 있게 하였다.,"{'word': '내재형 하위 프로그램', 'start': 998, 'end': 1008, 'type': 'COM'}","{'word': 'nested subprogram', 'start': 1010, 'end': 1026, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
29,코볼 표준들은 수차례 지연으로 인해 고통을 받아왔다: 코볼-85는 희망했던 날보다 5년은 더 늦었고,"{'word': '코볼-85', 'start': 3059, 'end': 3063, 'type': 'COM'}","{'word': '코볼 표준', 'start': 3029, 'end': 3033, 'type': 'COM'}",com:alter_names,com:similar_technology,no_relation
30,"코볼 표준들은 수차례 지연으로 인해 고통을 받아왔다: 코볼-85는 희망했던 날보다 5년은 더 늦었고 COBOL 2002도 5년이 늦었으며, COBOL 2014는 6년이 늦었다.","{'word': 'COBOL 2002', 'start': 3085, 'end': 3094, 'type': 'COM'}","{'word': '코볼 표준', 'start': 3029, 'end': 3033, 'type': 'COM'}",com:alter_names,com:similar_technology,no_relation
31,"코볼 표준들은 수차례 지연으로 인해 고통을 받아왔다: 코볼-85는 희망했던 날보다 5년은 더 늦었고 COBOL 2002도 5년이 늦었으며, COBOL 2014는 6년이 늦었다.","{'word': 'COBOL 2014', 'start': 3107, 'end': 3116, 'type': 'COM'}","{'word': '코볼 표준', 'start': 3029, 'end': 3033, 'type': 'COM'}",com:alter_names,com:similar_technology,no_relation
32,"코볼 사양은 새로운 배커스-나우르 표기법이 아닌, 고유한 표기법이나 메타 언어를 사용했는데 그 이유는 이를 들었던 위원회 구성원들이 얼마 없었기 때문이었다.","{'word': '코볼', 'start': 2262, 'end': 2263, 'type': 'COM'}","{'word': '메타 언어', 'start': 2300, 'end': 2304, 'type': 'COM'}",com:made_of,no_relation,com:sub_concept
33,"레코드와 파일 구조는 PL/I과 파스칼에 영향을 주었고, 절은 파스칼의 변종 레코드의 이전 것이었다.","{'word': '파스칼', 'start': 3326, 'end': 3328, 'type': 'COM'}","{'word': '파일 구조', 'start': 3313, 'end': 3317, 'type': 'COM'}",com:prior_tech,com:prior_technology,com:prior_technology
34,"레코드와 파일 구조는 PL/I과 파스칼에 영향을 주었고, 절은 파스칼의 변종 레코드의 이전 것이었다.","{'word': 'PL/I', 'start': 3320, 'end': 3323, 'type': 'COM'}","{'word': '레코드', 'start': 3308, 'end': 3310, 'type': 'COM'}",com:prior_tech,com:prior_technology,com:prior_technology
35,"또, 코볼은 프로그래머들이 배우고 쓰기 쉽게 하기 위해 만들어졌지만 관리자들과 같은 비기술 종사자들에게도 읽힌다.","{'word': '비기술 종사자', 'start': 1639, 'end': 1645, 'type': 'PER'}","{'word': '프로그래머', 'start': 1599, 'end': 1603, 'type': 'PER'}",no_relation,no_relation,no_relation
36,"이에 대한 교리는 범죄 공격으로 여겨진다.""고 강조하면서 편집장에게 보내는 ""어떻게 우리가 상처를 줄 수 있는 진실을 이야기하는가?""라는 제목의 1975년 편지에서 동시대 코볼의 일부를 비평하였다.","{'word': '코볼', 'start': 216, 'end': 217, 'type': 'PER'}","{'word': '편집장', 'start': 152, 'end': 154, 'type': 'COM'}",no_relation,no_relation,no_relation
37,"진 사멧은 우아하지 못함, 설계 과정에 참여할 영향력 있는 컴퓨터 과학자들의 부족, 사무용 데이터 처리를 업신여기는 것 때문에 코볼의 인기가 없던 것을 초기의 잘난체 반응 때문인 것으로 보았다.","{'word': '컴퓨터 과학자', 'start': 2186, 'end': 2192, 'type': 'PER'}","{'word': '사무용 데이터 처리', 'start': 2200, 'end': 2209, 'type': 'COM'}",no_relation,no_relation,no_relation
38,"CODASYL 코볼 위원회의 의장인 도널드 넬슨은 1984년에 ""학계가 ... 코볼을 싫어한다""고 말했고 컴퓨터 과학 동문들은 ""'코볼이 싫다'라는 것을 그들에게 주입시켰다""고 말했다.","{'word': '컴퓨터 과학 동문', 'start': 2611, 'end': 2619, 'type': 'PER'}","{'word': '코볼', 'start': 2596, 'end': 2597, 'type': 'COM'}",no_relation,no_relation,no_relation
39,코볼 공동체는 늘 컴퓨터 과학 공동체와는 분리되어 왔다.,"{'word': '컴퓨터 과학 공동체', 'start': 1984, 'end': 1993, 'type': 'ORG'}","{'word': '코볼 공동체', 'start': 1974, 'end': 1979, 'type': 'ORG'}",no_relation,no_relation,no_relation
40,위원회에 속한 전원이 상업 분야나 정부 쪽 출신이었다.,"{'word': '위원회', 'start': 2041, 'end': 2043, 'type': 'ORG'}","{'word': '정부', 'start': 2060, 'end': 2061, 'type': 'ORG'}",no_relation,no_relation,no_relation
41,마이크로 포커스의 2013년 조사에 따르면 대학 학계의 20%는 코볼은 구식이거나 죽었다고 생각했으며 55%는 그들의 학생들이 코볼이 구식이거나 죽었다고 생각하였다고 믿었다.,"{'word': '마이크로 포커스', 'start': 2656, 'end': 2663, 'type': 'ORG'}","{'word': '코볼', 'start': 2692, 'end': 2693, 'type': 'COM'}",no_relation,no_relation,no_relation
42,1970년대에 프로그래머들은 구조적이지 않은 스파게티 코드를 구조적 프로그래밍 패러다임으로 옮기기 시작하였다.,"{'word': '구조적 프로그래밍 패러다임', 'start': 34, 'end': 47, 'type': 'COM'}","{'word': '스파게티 코드', 'start': 25, 'end': 31, 'type': 'COM'}",no_relation,no_relation,no_relation
43,"문은 대체적으로 문과 프로시저로 대체되었는데 이로 말미암아 모듈식 프로그래밍을 촉진시켰고, 강력한 반복 기능으로 손쉬운 접근을 가능케 했다.","{'word': '프로시저', 'start': 320, 'end': 323, 'type': 'COM'}","{'word': '모듈식 프로그래밍', 'start': 341, 'end': 349, 'type': 'COM'}",no_relation,no_relation,no_relation
44,코볼 프로그램들은 이음매가 없고 모듈성이 결여된 점으로 악명이 높았다.,"{'word': '코볼 프로그램', 'start': 466, 'end': 472, 'type': 'COM'}","{'word': '모듈성', 'start': 484, 'end': 486, 'type': 'COM'}",no_relation,no_relation,no_relation
45,코볼-85는 그 이전의 버전들과 완전히 호환되지 못했고 이에 대한 개발은 논란이 있었다.,"{'word': '코볼-85', 'start': 1211, 'end': 1215, 'type': 'COM'}","{'word': '버전', 'start': 1224, 'end': 1225, 'type': 'COM'}",no_relation,no_relation,no_relation
46,지지자들은 이것이 코드를 자체 문서화하여 프로그램 유지보수를 쉽게 하기 위한 것이라고 말한다.,"{'word': '코드', 'start': 1549, 'end': 1550, 'type': 'COM'}","{'word': '프로그램', 'start': 1562, 'end': 1565, 'type': 'COM'}",no_relation,no_relation,no_relation
47,어떠한 학술 컴퓨터 과학자들도 코볼의 설계에 참여하지 않았다.,"{'word': '컴퓨터', 'start': 2013, 'end': 2015, 'type': 'COM'}","{'word': '코볼', 'start': 2023, 'end': 2024, 'type': 'COM'}",no_relation,no_relation,no_relation
48,"당시 컴퓨터 과학자들은 코볼 개발이 씨름하던 상용 파일 처리 문제 보다 수치 분석, 물리학, 시스템 프로그래밍과 같은 분야에 더 관심이 많았다.","{'word': '코볼', 'start': 2085, 'end': 2086, 'type': 'COM'}","{'word': '상용 파일 처리 문제', 'start': 2097, 'end': 2107, 'type': 'COM'}",no_relation,no_relation,no_relation
49,나중에 코볼은 코볼을 아우르는 자료의 부족으로 고통을 받았다.,"{'word': '코볼', 'start': 2373, 'end': 2374, 'type': 'COM'}","{'word': '자료', 'start': 2386, 'end': 2387, 'type': 'COM'}",no_relation,no_relation,no_relation
50,분명한 파일 구조 정의들은 데이터베이스 관리 시스템의 개발보다 앞섰고 수집된 데이터는 포트란의 배열보다 훨씬 더 앞선 것이었다.,"{'word': '데이터베이스 관리 시스템', 'start': 3380, 'end': 3392, 'type': 'COM'}","{'word': '포트란', 'start': 3413, 'end': 3415, 'type': 'COM'}",no_relation,no_relation,no_relation
51,이식성과 표준화에 초점을 둠에 따라 코볼로 작성된 프로그램들은 이식이 가능하였고 언어가 다양한 하드웨어 플랫폼과 운영 체제에 안착할 수 있었다.,"{'word': '하드웨어 플랫폼', 'start': 3543, 'end': 3550, 'type': 'COM'}","{'word': '운영 체제', 'start': 3553, 'end': 3557, 'type': 'COM'}",no_relation,no_relation,no_relation
52,게다가 잘 정의된 디비전 구조는 ENVIRONMENT DIVISION의 외부 참조 정의를 제한함으로써 특히 플랫폼 변경을 단순화하는 일에 기여하였다.,"{'word': '플랫폼 변경', 'start': 3631, 'end': 3636, 'type': 'COM'}","{'word': '디비전 구조', 'start': 3581, 'end': 3586, 'type': 'COM'}",no_relation,no_relation,no_relation
53,코볼 프로그램을 유지보수하는 사람들은 1984년까지는 이해하기 어려운 코드를 다루는데 고심해야 했으며 코볼-85의 주요 변경 사항들은 유지보수를 쉽게 할 수 있게 도와준다.,"{'word': '코볼 프로그램', 'start': 1729, 'end': 1735, 'type': 'COM'}","{'word': '코볼-85', 'start': 1786, 'end': 1790, 'type': 'COM'}",com:similar_tech,com:made_of,no_relation
54,"미국 의회도서관에는 포트란의 경우 코볼의 2배 분량의 서적이, 베이직의 경우 코볼의 4배 분량의 서적이 있었다.","{'word': '코볼', 'start': 2452, 'end': 2453, 'type': 'COM'}","{'word': '포트란', 'start': 2444, 'end': 2446, 'type': 'COM'}",com:similar_tech,com:similar_technology,no_relation
55,"미국 의회도서관에는 포트란의 경우 코볼의 2배 분량의 서적이, 베이직의 경우 코볼의 4배 분량의 서적이 있었다.","{'word': '코볼', 'start': 2476, 'end': 2477, 'type': 'COM'}","{'word': '베이직', 'start': 2468, 'end': 2470, 'type': 'COM'}",com:similar_tech,com:similar_technology,no_relation
56,"반면, 2003년 코볼은 미국에서 정보 시스템 교육과정의 80%에 특별히 포함되었는데 이는 C++와 자바의 비율과 동일하다.","{'word': '자바', 'start': 2882, 'end': 2883, 'type': 'COM'}","{'word': 'C++', 'start': 2877, 'end': 2879, 'type': 'COM'}",com:similar_tech,com:similar_technology,com:similar_technology
57,"코볼 표준들은 수차례 지연으로 인해 고통을 받아왔다: 코볼-85는 희망했던 날보다 5년은 더 늦었고 COBOL 2002도 5년이 늦었으며, COBOL 2014는 6년이 늦었다.","{'word': '코볼-85', 'start': 3059, 'end': 3063, 'type': 'COM'}","{'word': 'COBOL 2002', 'start': 3085, 'end': 3094, 'type': 'COM'}",com:similar_tech,com:similar_technology,com:similar_technology
58,"COBOL 2002도 5년이 늦었으며, COBOL 2014는 6년이 늦었다.","{'word': 'COBOL 2014', 'start': 3107, 'end': 3116, 'type': 'COM'}","{'word': 'COBOL 2002', 'start': 3085, 'end': 3094, 'type': 'COM'}",com:similar_tech,com:similar_technology,com:similar_technology
59,"코볼 표준들은 수차례 지연으로 인해 고통을 받아왔다: 코볼-85는 희망했던 날보다 5년은 더 늦었고 COBOL 2002도 5년이 늦었으며, COBOL 2014는 6년이 늦었다.","{'word': '코볼-85', 'start': 3059, 'end': 3063, 'type': 'COM'}","{'word': 'COBOL 2014', 'start': 3107, 'end': 3116, 'type': 'COM'}",com:similar_tech,com:similar_technology,com:similar_technology
60,그러나 일부 위원회 구성원들은 구현체와 표준의 잦은 수정 간에 따르는 비호환성에 대해 걱정을 드러냈다.,"{'word': '표준', 'start': 3235, 'end': 3236, 'type': 'COM'}","{'word': '구현체', 'start': 3230, 'end': 3232, 'type': 'COM'}",com:similar_tech,no_relation,no_relation
61,"코볼(COBOL, COmmon Business-Oriented Language, 사무 지향 보통 언어)은 사무용으로 설계된, 영어와 같은 컴퓨터 프로그래밍 언어이다.","{'word': '컴퓨터 프로그래밍 언어', 'start': 77, 'end': 88, 'type': 'COM'}","{'word': '코볼', 'start': 0, 'end': 1, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
62,"1997년 가트너 그룹은 총 200,000,000,000줄의 코볼이 현존하며 모든 비즈니스 프로그램의 80%를 실행한 것으로 예측하였다.","{'word': '비즈니스 프로그램', 'start': 215, 'end': 223, 'type': 'COM'}","{'word': '코볼', 'start': 203, 'end': 204, 'type': 'COM'}",com:sub_concept,com:made_of,no_relation
63,그러나 숙련된 코볼 프로그래머가 은퇴하고 인기가 시들어가면서 프로그램들은 새로운 플랫폼으로 이관돼 현대의 언어로 다시 작성되거나 소프트웨어 패키지로 대체되는 추세이다.,"{'word': '플랫폼', 'start': 366, 'end': 368, 'type': 'COM'}","{'word': '프로그램', 'start': 355, 'end': 358, 'type': 'COM'}",com:sub_concept,no_relation,com:sub_concept
64,"확장에는 구조적, 객체 지향 프로그래밍의 지원을 포함한다.","{'word': '확장', 'start': 688, 'end': 689, 'type': 'COM'}","{'word': '구조적', 'start': 693, 'end': 695, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
65,"확장에는 구조적, 객체 지향 프로그래밍의 지원을 포함한다.","{'word': '확장', 'start': 688, 'end': 689, 'type': 'COM'}","{'word': '객체 지향 프로그래밍의 지원', 'start': 698, 'end': 712, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
66,"코볼은 영어와 비슷한 문법을 갖고 있으며, 자체 문서화 및 높은 가독성을 염두에 두고 설계되었다. 그러나 문법이 장황하고 300개가 넘는 예약어를 사용한다.","{'word': '코볼', 'start': 749, 'end': 750, 'type': 'COM'}","{'word': '예약어', 'start': 826, 'end': 828, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
67,"처럼 현대의 간결한 문법과 달리, 코볼은 더욱 영어와 같은 문법을 갖고 있다. (이 경우 ). 코볼 코드는 4개의 디비전(IDENTIFICATION, ENVIRONMENT, DATA, PROCEDURE)으로 나뉘며 이 안에 엄격한 계층적 섹션, 문단, 문장들을 포함한다.","{'word': '코볼 코드', 'start': 890, 'end': 894, 'type': 'COM'}","{'word': '디비전', 'start': 901, 'end': 903, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
68,"처럼 현대의 간결한 문법과 달리, 코볼은 더욱 영어와 같은 문법을 갖고 있다. (이 경우 ). 코볼 코드는 4개의 디비전(IDENTIFICATION, ENVIRONMENT, DATA, PROCEDURE)으로 나뉘며 이 안에 엄격한 계층적 섹션, 문단, 문장들을 포함한다.","{'word': '디비전', 'start': 901, 'end': 903, 'type': 'COM'}","{'word': 'IDENTIFICATION', 'start': 905, 'end': 918, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
69,"처럼 현대의 간결한 문법과 달리, 코볼은 더욱 영어와 같은 문법을 갖고 있다. (이 경우 ). 코볼 코드는 4개의 디비전(IDENTIFICATION, ENVIRONMENT, DATA, PROCEDURE)으로 나뉘며 이 안에 엄격한 계층적 섹션, 문단, 문장들을 포함한다.","{'word': '디비전', 'start': 901, 'end': 903, 'type': 'COM'}","{'word': 'ENVIRONMENT', 'start': 921, 'end': 931, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
70,"처럼 현대의 간결한 문법과 달리, 코볼은 더욱 영어와 같은 문법을 갖고 있다. (이 경우 ). 코볼 코드는 4개의 디비전(IDENTIFICATION, ENVIRONMENT, DATA, PROCEDURE)으로 나뉘며 이 안에 엄격한 계층적 섹션, 문단, 문장들을 포함한다.","{'word': '디비전', 'start': 901, 'end': 903, 'type': 'COM'}","{'word': 'DATA', 'start': 934, 'end': 937, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
71,"처럼 현대의 간결한 문법과 달리, 코볼은 더욱 영어와 같은 문법을 갖고 있다. (이 경우 ). 코볼 코드는 4개의 디비전(IDENTIFICATION, ENVIRONMENT, DATA, PROCEDURE)으로 나뉘며 이 안에 엄격한 계층적 섹션, 문단, 문장들을 포함한다.","{'word': '디비전', 'start': 901, 'end': 903, 'type': 'COM'}","{'word': 'PROCEDURE', 'start': 940, 'end': 948, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
72,"처럼 현대의 간결한 문법과 달리, 코볼은 더욱 영어와 같은 문법을 갖고 있다. (이 경우 ). 코볼 코드는 4개의 디비전(IDENTIFICATION, ENVIRONMENT, DATA, PROCEDURE)으로 나뉘며 이 안에 엄격한 계층적 섹션, 문단, 문장들을 포함한다.","{'word': '디비전', 'start': 901, 'end': 903, 'type': 'COM'}","{'word': '계층적 섹션', 'start': 966, 'end': 971, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
73,"처럼 현대의 간결한 문법과 달리, 코볼은 더욱 영어와 같은 문법을 갖고 있다. (이 경우 ). 코볼 코드는 4개의 디비전(IDENTIFICATION, ENVIRONMENT, DATA, PROCEDURE)으로 나뉘며 이 안에 엄격한 계층적 섹션, 문단, 문장들을 포함한다.","{'word': '디비전', 'start': 901, 'end': 903, 'type': 'COM'}","{'word': '문단', 'start': 974, 'end': 975, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
74,학계의 컴퓨터 과학자들은 코볼이 만들어졌을 때 일반적으로 사무용 응용 프로그램들에 관심이 없었으며 설계에도 참여하지 않았다.,"{'word': '사무용 응용 프로그램', 'start': 1083, 'end': 1093, 'type': 'COM'}","{'word': '코볼', 'start': 1065, 'end': 1066, 'type': 'COM'}",com:sub_concept,no_relation,no_relation
75,"코볼은 문법의 장황함, 설계 과정, 구조화 프로그래밍 지원 부족으로 비판을 받아왔으며 이음매가 없고 이해하기 어려운 프로그램들을 만들어냈다.","{'word': '프로그램', 'start': 1186, 'end': 1189, 'type': 'COM'}","{'word': '코볼', 'start': 1121, 'end': 1122, 'type': 'COM'}",com:sub_concept,com:made_of,no_relation
